position,token_id,token_char,token_loss,gradcam_gini,gradcam_peak,gradcam_coverage,gradcam_entropy,attention_gini,attention_peak,attention_coverage,attention_entropy,sample_id,image_cer
3,1417,ov,29.700162887573242,0.8594208669432566,1.0,0.04513888888888889,0.7344008082009549,0.5493800683180425,1.0,0.078125,0.9126491364559458,4,0.2857142857142857
4,9891,rea,17.329069137573242,0.7355315333806394,1.0,0.11805555555555555,0.8329516116954863,0.28270665225776037,1.0,0.017361111111111112,0.9726478285840977,4,0.2857142857142857
5,4,.,21.44872283935547,0.36767308265094245,1.0,0.2690972222222222,0.9628382480518107,0.46728213735078516,1.0,0.0763888888888889,0.9363535284253575,4,0.2857142857142857
6,2,</s>,1.490105023549404e-05,0.7606649506361529,1.0,0.041666666666666664,0.8108875387736235,0.4633998369115164,1.0,0.0954861111111111,0.9393040771626134,4,0.2857142857142857
0,0,<s>,1.311301275563892e-06,0.6008715090138368,1.0,0.109375,0.8922669438325966,0.5624736532427439,1.0,0.010416666666666666,0.908203958110443,5,0.06896551724137931
1,0,<s>,25.1575870513916,0.6958429731050724,1.0,0.13020833333333334,0.8542089162186598,0.52623452697161,1.0,0.020833333333333332,0.9220431794988948,5,0.06896551724137931
2,495,D,16.70020866394043,0.6967132062821277,1.0,0.078125,0.8535098019628121,0.42895095735062694,1.0,0.0954861111111111,0.9454341366189738,5,0.06896551724137931
3,1417,ov,22.2332820892334,0.6957792166127894,1.0,0.16319444444444445,0.8508900177661756,0.39733840158654776,1.0,0.07291666666666667,0.9530363946113096,5,0.06896551724137931
4,16552,reb,19.3631534576416,0.5878164410335245,1.0,0.11284722222222222,0.9010083101907217,0.378355043609518,1.0,0.078125,0.9615268180371661,5,0.06896551724137931
5,1610,be,34.6361198425293,0.66616376337992,1.0,0.1736111111111111,0.8646488173838077,0.48747218988878105,1.0,0.010416666666666666,0.9208256749106181,5,0.06896551724137931
6,740, c,20.06818389892578,0.7785620959962916,1.0,0.0798611111111111,0.8039603885383833,0.5028664939070646,1.0,0.04513888888888889,0.9167281406751697,5,0.06896551724137931
7,118,i,18.655269622802734,0.7553221464969131,1.0,0.10069444444444445,0.8149198053405894,0.415334618219809,1.0,0.020833333333333332,0.9428557636326848,5,0.06896551724137931
8,8631,asc,33.40274429321289,0.7060451547154281,1.0,0.029513888888888888,0.8490388166311508,0.4308601547897317,1.0,0.059027777777777776,0.9409084614823428,5,0.06896551724137931
9,879,un,21.395483016967773,0.7483069471538712,1.0,0.07291666666666667,0.823248560001412,0.3870952778554546,1.0,0.010416666666666666,0.9471593036355499,5,0.06896551724137931
10,910, r,20.49582862854004,0.6405587375588448,1.0,0.13541666666666666,0.8756232382477339,0.33900917127469965,1.0,0.0954861111111111,0.963258211739356,5,0.06896551724137931
11,1594,if,16.769628524780273,0.7423586421451682,1.0,0.019097222222222224,0.8251591772208484,0.48022615580373595,1.0,0.09722222222222222,0.9273168071122724,5,0.06896551724137931
12,338,r,23.139904022216797,0.5839049837718435,1.0,0.1996527777777778,0.8980444828588435,0.4690008880595884,1.0,0.07291666666666667,0.9271548382660041,5,0.06896551724137931
13,1182,ut,28.26887321472168,0.48155092748751405,1.0,0.18229166666666666,0.9323310144985096,0.452419060342544,1.0,0.0920138888888889,0.9367438590910057,5,0.06896551724137931
14,1322,are,20.314960479736328,0.5434268037396324,1.0,0.1684027777777778,0.9151271322693274,0.3474547709103366,1.0,0.015625,0.9560701408708034,5,0.06896551724137931
15,1741,per,21.22392463684082,0.6673896683701808,1.0,0.09375,0.8622880783127687,0.4068360552348034,1.0,0.005208333333333333,0.95151993409326,5,0.06896551724137931
16,2,</s>,6.389413465512916e-05,0.8238567390713571,1.0,0.09027777777777778,0.7577967916817102,0.4944465624225096,1.0,0.020833333333333332,0.927304878883205,5,0.06896551724137931
0,0,<s>,8.344646857949556e-07,0.651055961320798,1.0,0.203125,0.8736352000698219,0.48091681746738746,1.0,0.022569444444444444,0.9338639044641428,6,0.03333333333333333
1,0,<s>,30.176176071166992,0.7589343706915197,1.0,0.06944444444444445,0.814128641166089,0.4280092980651544,1.0,0.019097222222222224,0.9505825553372973,6,0.03333333333333333
2,859,te,22.53714370727539,0.8077039441978213,1.0,0.10243055555555555,0.7831514053794061,0.42204400193084224,1.0,0.006944444444444444,0.9387128421105332,6,0.03333333333333333
3,15511, tut,19.85215187072754,0.6950887849633536,1.0,0.14930555555555555,0.8543347252761827,0.3692343773632001,1.0,0.008680555555555556,0.9604194432619149,6,0.03333333333333333
4,560,to,25.42909812927246,0.6094687895248292,1.0,0.19444444444444445,0.8874095288913343,0.27424990257981263,1.0,0.046875,0.9784921356849989,6,0.03333333333333333
5,128, ',18.0721492767334,0.8573106202790057,1.0,0.07118055555555555,0.7346140159179975,0.5384267878606055,1.0,0.022569444444444444,0.9065093993797759,6,0.03333333333333333
6,462,l,23.890422821044922,0.697835024197601,1.0,0.0920138888888889,0.8496318521706374,0.5381755680631075,1.0,0.0763888888888889,0.9059037604284444,6,0.03333333333333333
7,475, m,21.468217849731445,0.9051943997733987,1.0,0.078125,0.6628585911478337,0.44322614176088115,1.0,0.08854166666666667,0.9411734332123196,6,0.03333333333333333
8,11168,ondo,29.275835037231445,0.7782179502687723,1.0,0.10069444444444445,0.8012174209950248,0.3201684041801678,1.0,0.029513888888888888,0.9668639878519283,6,0.03333333333333333
9,385, d,26.973726272583008,0.6926734871356133,1.0,0.16319444444444445,0.8541132653251942,0.37186142776022635,1.0,0.03993055555555555,0.9585437855062863,6,0.03333333333333333
10,108,',16.66879653930664,0.7823721921213562,1.0,0.11284722222222222,0.7942355059345062,0.462213926128731,1.0,0.015625,0.9323691998355873,6,0.03333333333333333
11,424,am,24.529245376586914,0.8594809862111226,1.0,0.008680555555555556,0.7214718082167524,0.4838457966063048,1.0,0.08333333333333333,0.9253180410302305,6,0.03333333333333333
12,1322,are,19.356796264648438,0.6682308604483649,1.0,0.08854166666666667,0.8657564172199849,0.37263062831967253,1.0,0.059027777777777776,0.9607383545937753,6,0.03333333333333333
13,364, e,14.933640480041504,0.6832020495707873,1.0,0.0920138888888889,0.8602358977710032,0.3435853603783128,1.0,0.041666666666666664,0.9588251116635379,6,0.03333333333333333
14,3055, te,28.30763816833496,0.7503281456976123,1.0,0.2048611111111111,0.8173815217470047,0.5278686640314234,1.0,0.05381944444444445,0.9169929623645293,6,0.03333333333333333
15,2,</s>,3.2066785934148356e-05,0.7715058383335562,1.0,0.052083333333333336,0.8084514793127495,0.5153292595853982,1.0,0.027777777777777776,0.9136528331647112,6,0.03333333333333333
0,0,<s>,9.536738616588991e-07,0.7616160598272133,1.0,0.140625,0.8144143935215481,0.5299385323332717,1.0,0.043402777777777776,0.9236800476122482,7,0.037037037037037035
1,0,<s>,29.321826934814453,0.5103683518088433,1.0,0.1111111111111111,0.9263601481369994,0.4900626585516996,1.0,0.012152777777777778,0.9347954316360346,7,0.037037037037037035
2,417,d,23.069374084472656,0.6471612600332364,1.0,0.057291666666666664,0.8734656541723849,0.4518686717518203,1.0,0.04513888888888889,0.9377568583180376,7,0.037037037037037035
3,1168,ol,26.591691970825195,0.6797952942805392,1.0,0.10590277777777778,0.8593238758793474,0.31218333148638555,1.0,0.006944444444444444,0.9678439031228675,7,0.037037037037037035
4,3381,ç,17.37984275817871,0.7302067321564178,1.0,0.0642361111111111,0.837947139024882,0.3051563470591665,1.0,0.04513888888888889,0.9751376776062382,7,0.037037037037037035
5,242,e,23.432764053344727,0.7818807012215476,1.0,0.11979166666666667,0.8027019978819192,0.44893762628134737,1.0,0.0625,0.9397747545787727,7,0.037037037037037035
6,7758, mad,35.24147033691406,0.6186239420517066,1.0,0.11979166666666667,0.887778178687797,0.3799924291508654,1.0,0.06597222222222222,0.9526142553348148,7,0.037037037037037035
7,241,re,22.832290649414062,0.7134394134553179,1.0,0.14930555555555555,0.8400379550255768,0.3557291691029443,1.0,0.0798611111111111,0.9645169774973631,7,0.037037037037037035
8,31014, laud,37.428916931152344,0.6031735322700975,1.0,0.234375,0.8926075360336427,0.4158391502311469,1.0,0.08506944444444445,0.9483921873870897,7,0.037037037037037035
9,1322,are,27.29013442993164,0.691572743404469,1.0,0.1284722222222222,0.8564219403020645,0.39735341818892533,1.0,0.008680555555555556,0.9528886796236753,7,0.037037037037037035
10,11311, col,20.943016052246094,0.6883801400827789,1.0,0.11458333333333333,0.8569212754761092,0.4332266269069176,1.0,0.006944444444444444,0.9418219087598619,7,0.037037037037037035
11,19982, pi,22.13918113708496,0.6944124353443393,1.0,0.1684027777777778,0.8551871060225011,0.23408773479970746,1.0,0.11805555555555555,0.9859988928244863,7,0.037037037037037035
12,3849,�,17.927278518676758,0.4990926884875224,1.0,0.13020833333333334,0.926119708047935,0.33505154413773686,1.0,0.046875,0.9618043181586792,7,0.037037037037037035
13,9253,�,20.9084415435791,0.46198847058667303,1.0,0.2309027777777778,0.9352529804981888,0.4599887073114268,1.0,0.078125,0.9381838739145915,7,0.037037037037037035
14,2,</s>,0.052962470799684525,0.6705952472775238,1.0,0.07465277777777778,0.8646783753853963,0.45963734624347286,1.0,0.08680555555555555,0.9356856976381962,7,0.037037037037037035
0,0,<s>,4.768370445162873e-07,0.689455045945655,1.0,0.125,0.8523944750348491,0.4998932709106314,1.0,0.006944444444444444,0.9328965926050485,8,0.0
1,0,<s>,27.994110107421875,0.6802445597580176,1.0,0.043402777777777776,0.8604649347731603,0.4466172454077715,1.0,0.03298611111111111,0.9475431075343498,8,0.0
2,417,d,21.9869384765625,0.8003655945178252,1.0,0.036458333333333336,0.7866466015571013,0.42083920268980646,1.0,0.03819444444444445,0.949039012487843,8,0.0
3,1168,ol,26.772705078125,0.7512145086300936,1.0,0.08159722222222222,0.8210637435540409,0.29476525608110893,1.0,0.013888888888888888,0.9721803770412082,8,0.0
4,3381,ç,16.4232234954834,0.7551733295730307,1.0,0.046875,0.8211167829122215,0.28427292054220854,1.0,0.17881944444444445,0.9795478214676245,8,0.0
5,242,e,23.086761474609375,0.7745726543271503,1.0,0.09895833333333333,0.8081420205397727,0.3587638199970813,1.0,0.010416666666666666,0.958962548868894,8,0.0
6,14242, fil,22.04513168334961,0.6307855034728747,1.0,0.1267361111111111,0.8829230143557927,0.426736800370612,1.0,0.03125,0.9424342995389674,8,0.0
7,14215,iol,31.45796775817871,0.6849748402410611,1.0,0.1111111111111111,0.8562072321788501,0.34634136568951956,1.0,0.1076388888888889,0.9694478373207452,8,0.0
8,5851, che,30.750356674194336,0.6926265085307317,1.0,0.11631944444444445,0.8573078551263273,0.47205565710772635,1.0,0.010416666666666666,0.9171430780020389,8,0.0
9,579, s,30.948942184448242,0.7472981261392018,1.0,0.11458333333333333,0.8166998122027525,0.37242198441503804,1.0,0.07118055555555555,0.9502594428681551,8,0.0
10,493,ia,21.602867126464844,0.8829549810017805,1.0,0.010416666666666666,0.7000835182347626,0.290927092933321,1.0,0.012152777777777778,0.9734911318730753,8,0.0
11,4,.,19.8708438873291,0.4153861562699763,1.0,0.2361111111111111,0.9495123156148032,0.47737899089863145,1.0,0.0920138888888889,0.9264480719386792,8,0.0
12,2,</s>,0.0001760566228767857,0.831268496365343,1.0,0.06944444444444445,0.7630441621870776,0.49931291574349723,1.0,0.08159722222222222,0.9196248998511591,8,0.0
0,0,<s>,1.1920928244535389e-07,0.6339218988438007,1.0,0.2065972222222222,0.8785139207787267,0.443889110491807,1.0,0.019097222222222224,0.9476264550972049,9,0.04
1,0,<s>,22.869190216064453,0.6862123115116794,1.0,0.008680555555555556,0.8551710516764606,0.43098023179897815,1.0,0.017361111111111112,0.9444642740693872,9,0.04
2,104,S,25.37002944946289,0.790203683152289,1.0,0.059027777777777776,0.799047008446905,0.40257015662431184,1.0,0.08333333333333333,0.944011601527292,9,0.04
3,493,ia,26.523136138916016,0.736793631244214,1.0,0.09375,0.832664959096324,0.3200442762063924,1.0,0.015625,0.9639622773355713,9,0.04
4,3055, te,24.025089263916016,0.7286540080959167,1.0,0.1076388888888889,0.8387858660750351,0.19371765891132564,1.0,0.07118055555555555,0.988837586281619,9,0.04
5,10, a,19.23659896850586,0.8871656347774615,1.0,0.03125,0.6981836289194561,0.3947604663163937,1.0,0.012152777777777778,0.9512635146784636,9,0.04
6,19982, pi,17.829355239868164,0.8413852483886732,1.0,0.020833333333333332,0.7524016311683999,0.3673731556018298,1.0,0.024305555555555556,0.9537103020434675,9,0.04
7,4450,ace,34.682682037353516,0.6332372954629812,1.0,0.1284722222222222,0.8846883922577786,0.42267400413678735,1.0,0.008680555555555556,0.9359814276946993,9,0.04
8,241,re,20.460634231567383,0.7992164502161563,1.0,0.03819444444444445,0.7916037184884936,0.38387795230422905,1.0,0.04513888888888889,0.9591792075201321,9,0.04
9,27240, glor,25.37815284729004,0.6596609682705348,1.0,0.10416666666666667,0.8696629497497363,0.4896601444710822,1.0,0.05381944444444445,0.9272647430181037,9,0.04
10,4544,ios,25.446502685546875,0.8470140160417212,1.0,0.05555555555555555,0.7472171276816395,0.44869698650105394,1.0,0.008680555555555556,0.9348986595806689,9,0.04
11,102,a,22.926204681396484,0.4755389080399324,1.0,0.11979166666666667,0.9350739820418681,0.3193617253552028,1.0,0.010416666666666666,0.9692201506841428,9,0.04
12,2,</s>,2.038458114839159e-05,0.6549557176214307,1.0,0.18229166666666666,0.8682939041380867,0.47021331439720093,1.0,0.046875,0.930916506579848,9,0.04
0,0,<s>,9.536697689327411e-06,0.6208268324996273,1.0,0.2361111111111111,0.8785530813798161,0.4733939489396668,1.0,0.024305555555555556,0.9362337960128312,10,0.0
1,0,<s>,26.271547317504883,0.837707085148856,1.0,0.043402777777777776,0.7573755526489186,0.3932340008858364,1.0,0.019097222222222224,0.958465164222873,10,0.0
2,3144,ki,22.650558471679688,0.7514060362784643,1.0,0.1076388888888889,0.8206965941637503,0.4975981057879497,1.0,0.013888888888888888,0.9175389601705235,10,0.0
3,740, c,24.56668472290039,0.8554172277518006,1.0,0.04513888888888889,0.733529372296252,0.48950076502466655,1.0,0.043402777777777776,0.9177171334034495,10,0.0
4,11485,anta,28.959270477294922,0.6044411969182386,1.0,0.1701388888888889,0.8966465544283826,0.5445956553257778,1.0,0.020833333333333332,0.899073161330373,10,0.0
5,326, t,35.329429626464844,0.8415487676330988,1.0,0.05555555555555555,0.7515965882368083,0.44979157995501007,1.0,0.0763888888888889,0.9310588951255717,10,0.0
6,4324,ua,22.63671875,0.6603809370356617,1.0,0.109375,0.8725813147746027,0.4807487836911557,1.0,0.010416666666666666,0.9253629031747735,10,0.0
7,31014, laud,31.535585403442383,0.6674474696969259,1.0,0.010416666666666666,0.8617387796131961,0.32804633385376003,1.0,0.0798611111111111,0.9710838802107039,10,0.0
8,102,a,29.796646118164062,0.7733417455530212,1.0,0.10069444444444445,0.8078140317505714,0.27729305621535305,1.0,0.04513888888888889,0.9786367748399806,10,0.0
9,524, am,25.764625549316406,0.7354610709061344,1.0,0.11631944444444445,0.8317414590974523,0.4659409001069523,1.0,0.029513888888888888,0.9250800766113498,10,0.0
10,368,or,6.015782833099365,0.8033937071127342,1.0,0.010416666666666666,0.7803737784534742,0.44975642336339083,1.0,0.06944444444444445,0.9300984101145601,10,0.0
11,5166,osa,26.308921813964844,0.5943824917429075,1.0,0.1753472222222222,0.8924154840436255,0.41262794375875433,1.0,0.022569444444444444,0.950300028855108,10,0.0
12,2,</s>,7.390948667307384e-06,0.6527949506775426,1.0,0.14583333333333334,0.8684904573466199,0.5670615236306797,1.0,0.034722222222222224,0.8975107883834599,10,0.0
0,0,<s>,5.960462772236497e-07,0.7146788984141201,1.0,0.1371527777777778,0.8429996067685055,0.4839238932576513,1.0,0.006944444444444444,0.9355109003191572,11,0.038461538461538464
1,0,<s>,34.162261962890625,0.8401380208381479,1.0,0.03819444444444445,0.7524581964810846,0.41947551468875877,1.0,0.041666666666666664,0.954910401920149,11,0.038461538461538464
2,2794,de,27.64035415649414,0.6905805342057185,1.0,0.08506944444444445,0.8553808084593074,0.5103834329284438,1.0,0.010416666666666666,0.9131339176901219,11,0.038461538461538464
3,444, far,26.949413299560547,0.705955920274919,1.0,0.1076388888888889,0.8461394317443603,0.3322971760901221,1.0,0.022569444444444444,0.968751648856933,11,0.038461538461538464
4,3572,li,20.860551834106445,0.8682779056324041,1.0,0.034722222222222224,0.7235424437544336,0.4648862020566573,1.0,0.03298611111111111,0.9274414158448577,11,0.038461538461538464
5,897, la,29.48031997680664,0.6428139859262476,1.0,0.1527777777777778,0.8785440789427841,0.4840510170923549,1.0,0.034722222222222224,0.9157286451036859,11,0.038461538461538464
6,12906, ment,31.091045379638672,0.6005176409951674,1.0,0.1875,0.8959583931375906,0.4497060808646538,1.0,0.036458333333333336,0.9426328032755242,11,0.038461538461538464
7,242,e,17.361255645751953,0.8308920742372075,1.0,0.0920138888888889,0.7610125372098687,0.42734753008901105,1.0,0.057291666666666664,0.9476301310923264,11,0.038461538461538464
8,14991, studios,31.096050262451172,0.712796634207886,1.0,0.10416666666666667,0.8431232402370791,0.3934379131150869,1.0,0.057291666666666664,0.9595624112564632,11,0.038461538461538464
9,102,a,26.24918556213379,0.4905158867494348,1.0,0.010416666666666666,0.9248820980169532,0.41231475623634006,1.0,0.012152777777777778,0.9503409149232952,11,0.038461538461538464
10,2,</s>,2.5510462364763953e-05,0.760916872389557,1.0,0.0920138888888889,0.8148033738216415,0.530648776968436,1.0,0.005208333333333333,0.9160963946564453,11,0.038461538461538464
0,0,<s>,1.9073468138230965e-06,0.66059351120092,1.0,0.1232638888888889,0.8667801443511467,0.46723436523828643,1.0,0.027777777777777776,0.9403525609956134,12,0.04
1,0,<s>,34.62388610839844,0.7669951416446665,1.0,0.057291666666666664,0.8079248367463744,0.337160435239805,1.0,0.020833333333333332,0.9703642103902997,12,0.04
